id,type,passed,score,y1,y2,y3,y1_std,y2_std,y3_std,trials
1,iot,True,1.0,0.3333333333333333,0.0,0.0,0.28867513459481287,0.0,0.0,3
2,iot,True,1.0,0.5,0.0,0.06666666666666667,0.0,0.0,0.11547005383792516,3
3,iot,True,1.0,0.3333333333333333,0.0,0.0,0.28867513459481287,0.0,0.0,3
4,iot,True,1.0,0.3333333333333333,0.0,0.0,0.28867513459481287,0.0,0.0,3
5,iot,True,1.0,0.5,0.0,0.0,0.0,0.0,0.0,3
6,iot,True,1.0,0.3333333333333333,0.0,0.0,0.28867513459481287,0.0,0.0,3
7,iot,True,1.0,0.5,0.0,0.0,0.0,0.0,0.0,3
8,iot,True,1.0,0.3333333333333333,0.0,0.0,0.28867513459481287,0.0,0.0,3
9,iot,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
10,iot,True,1.0,0.16666666666666666,0.0,0.0,0.28867513459481287,0.0,0.0,3
11,iot,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
12,iot,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
41,iot,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
42,iot,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
43,iot,True,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,3
44,iot,True,1.0,0.5,0.0,0.0,0.0,0.0,0.0,3
45,iot,True,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3
46,iot,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
47,iot,True,1.0,0.3333333333333333,0.0,0.0,0.28867513459481287,0.0,0.0,3
48,iot,True,1.0,0.3333333333333333,0.0,0.0,0.28867513459481287,0.0,0.0,3
101,fmsr,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
102,fmsr,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
103,fmsr,True,1.0,0.5,0.0,0.5,0.0,0.0,0.0,3
104,fmsr,True,1.0,0.5,0.0,0.5,0.0,0.0,0.0,3
105,fmsr,True,0.8999999999999999,0.5,0.0,0.43333333333333335,0.0,0.0,0.11547005383792516,3
106,fmsr,True,0.8571428571428571,0.3333333333333333,0.0,0.09999999999999999,0.28867513459481287,0.0,0.17320508075688773,3
107,fmsr,True,1.0,0.5,0.0,0.3666666666666667,0.0,0.0,0.11547005383792516,3
108,fmsr,True,1.0,0.5,0.0,0.43333333333333335,0.0,0.0,0.11547005383792516,3
109,fmsr,True,1.0,0.5,0.0,0.0,0.0,0.0,0.0,3
110,fmsr,True,0.532258064516129,0.3333333333333333,0.0,0.09999999999999999,0.28867513459481287,0.0,0.17320508075688773,3
111,fmsr,True,0.6428571428571428,0.5,0.0,0.19999999999999998,0.0,0.0,0.17320508075688773,3
112,fmsr,True,1.0,0.5,0.0,0.26666666666666666,0.0,0.0,0.2516611478423583,3
113,fmsr,True,1.0,0.16666666666666666,0.0,0.0,0.28867513459481287,0.0,0.0,3
114,fmsr,True,1.0,0.16666666666666666,0.0,0.0,0.28867513459481287,0.0,0.0,3
115,fmsr,True,0.75,0.5,0.0,0.3,0.0,0.0,0.0,3
116,fmsr,True,0.9545454545454546,0.5,0.0,0.43333333333333335,0.0,0.0,0.11547005383792516,3
117,fmsr,True,1.0,0.5,0.0,0.0,0.0,0.0,0.0,3
118,fmsr,True,1.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.28867513459481287,3
119,fmsr,True,0.8571428571428571,0.5,0.0,0.43333333333333335,0.0,0.0,0.11547005383792516,3
120,fmsr,True,0.6923076923076923,0.5,0.0,0.3,0.0,0.0,0.0,3
201,tsfm,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
202,tsfm,True,1.0,0.6666666666666666,0.0,0.0,0.28867513459481287,0.0,0.0,3
203,tsfm,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
204,tsfm,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
205,tsfm,True,1.0,0.5,0.0,0.5,0.0,0.0,0.0,3
206,tsfm,True,1.0,0.3333333333333333,0.0,0.3333333333333333,0.28867513459481287,0.0,0.28867513459481287,3
207,tsfm,True,1.0,0.3333333333333333,0.0,0.0,0.28867513459481287,0.0,0.0,3
208,tsfm,True,1.0,0.3333333333333333,0.0,0.0,0.28867513459481287,0.0,0.0,3
209,tsfm,True,1.0,0.3333333333333333,0.0,0.0,0.28867513459481287,0.0,0.0,3
210,tsfm,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
211,tsfm,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
212,tsfm,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
213,tsfm,True,1.0,0.5,0.0,0.0,0.0,0.0,0.0,3
214,tsfm,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
215,tsfm,True,1.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.28867513459481287,3
216,tsfm,True,0.625,0.0,0.0,0.0,0.0,0.0,0.0,3
217,tsfm,True,0.625,0.0,0.0,0.0,0.0,0.0,0.0,3
218,tsfm,True,0.625,0.0,0.0,0.0,0.0,0.0,0.0,3
219,tsfm,True,0.625,0.0,0.0,0.0,0.0,0.0,0.0,3
220,tsfm,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
221,tsfm,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
222,tsfm,True,1.0,0.09999999999999999,0.0,0.06666666666666667,0.17320508075688773,0.0,0.11547005383792516,3
223,tsfm,True,0.65625,0.0,0.0,0.0,0.0,0.0,0.0,3
400,wo,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
401,wo,True,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,3
402,wo,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
403,wo,True,0.8076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,3
404,wo,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
405,wo,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
406,wo,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
